name,rank_jump,first_year,second_year,rank_1,rank_2
bronsen,1621,2022,2023,12646,11025
jacorey,1621,1986,1987,4623,3002
chapman,1621,2013,2014,5007,3386
gilman,1621,1959,1960,4214,2593
isaack,1620,2018,2019,12917,11297
khamren,1620,2015,2016,13128,11508
lukes,1620,2007,2008,13617,11997
dalston,-1620,2002,2003,9620,11240
travonta,1620,2006,2007,13847,12227
waitman,1620,1923,1924,4866,3246
dimitriy,1620,2011,2012,12779,11159
ivyn,1620,2018,2019,12922,11302
ivin,-1620,2023,2024,11372,12992
brockton,1620,2022,2023,12643,11023
treton,1620,2006,2007,13858,12238
lacari,1619,2023,2024,13341,11722
devean,1619,2005,2006,6753,5134
kaenen,1619,2020,2021,13035,11416
alben,1619,1937,1938,3179,1560
minoru,1618,1938,1939,3871,2253
dorance,1618,1926,1927,4373,2755
ilyass,-1618,2017,2018,11287,12905
daquane,1617,1998,1999,6995,5378
conlan,1617,1992,1993,5301,3684
keatin,-1617,2013,2014,11478,13095
jahmeek,-1617,2011,2012,11407,13024
melbourne,-1617,1958,1959,2750,4367
dezmund,1617,2011,2012,12769,11152
lomax,1617,1932,1933,4083,2466
evrett,1616,2016,2017,9974,8358
loras,1616,1962,1963,4406,2790
gabino,1616,1959,1960,4203,2587
jauan,1616,2014,2015,12901,11285
jaesun,1616,2013,2014,12893,11277
mahmoud,1616,1973,1974,4864,3248
patriot,-1615,2003,2004,9358,10973
quintarious,1615,1997,1998,8990,7375
lymon,1615,1929,1930,4331,2716
clemente,1615,2021,2022,5814,4199
trevino,1614,2001,2002,12180,10566
detroy,1614,1989,1990,8207,6593
cin,1614,2017,2018,12650,11036
levelle,1613,2007,2008,13596,11983
cheo,1613,1972,1973,5099,3486
jersiah,1613,2015,2016,12961,11348
terrail,1612,1988,1989,7166,5554
meir,1612,1972,1973,4283,2671
rayman,-1612,1992,1993,8229,9841
brekin,1612,2012,2013,12537,10925
tyveon,-1611,2007,2008,10838,12449
jermicheal,-1611,1990,1991,6094,7705
chaske,-1611,2015,2016,10919,12530
chaplin,-1611,2015,2016,10916,12527
chrisangel,1611,2017,2018,12640,11029
messyah,1611,2021,2022,13416,11805
leyland,1610,2020,2021,10177,8567
rubert,1610,1944,1945,3835,2225
cervando,1610,2008,2009,12842,11232
illidan,1610,2018,2019,12903,11293
treyvone,-1610,2007,2008,10819,12429
jaterrion,1610,2015,2016,12916,11306
lejuan,1609,2007,2008,13582,11973
jesstin,-1609,2008,2009,11747,13356
mandel,1609,1998,1999,9207,7598
tyreion,-1609,2007,2008,10836,12445
asahd,-1609,2023,2024,2579,4188
jermere,-1608,2008,2009,11735,13343
ollis,1608,1935,1936,4017,2409
kaiyon,1608,2021,2022,10241,8633
kyiere,1608,2023,2024,13322,11714
clearance,1607,1946,1947,3610,2003
sethe,1607,1999,2000,9691,8084
hamp,1607,1940,1941,3264,1657
jamespatrick,1606,2014,2015,12873,11267
kreece,1606,2023,2024,13310,11704
jalean,-1606,1994,1995,6625,8231
donterrious,-1606,2004,2005,10322,11928
kovan,1606,2023,2024,13308,11702
asce,1606,2022,2023,9918,8312
jemarion,-1606,2018,2019,11392,12998
axen,1605,2019,2020,12344,10739
ien,1605,2010,2011,12978,11373
edzel,1605,2016,2017,12748,11143
boleslaus,1605,1920,1921,3520,1915
garlin,1605,1943,1944,3719,2114
kritin,1604,2023,2024,13312,11708
ayyash,-1604,2020,2021,10745,12349
brann,-1604,2016,2017,10934,12538
catalino,1604,2008,2009,12834,11230
fredis,1604,2003,2004,9993,8389
krown,1604,2023,2024,13313,11709
husein,1604,2010,2011,12973,11369
hymie,1603,1919,1920,4462,2859
khilan,1603,2023,2024,13275,11672
tahlil,1603,2001,2002,12102,10499
brais,-1603,2016,2017,10933,12536
kannin,1603,2015,2016,10088,8485
hason,1603,2013,2014,12817,11214
eugune,1602,1926,1927,3501,1899
brandn,1602,1984,1985,5026,3424
khash,1602,2023,2024,13272,11670
devang,-1601,2000,2001,9404,11005
graviel,-1601,2001,2002,9694,11295
jarmall,-1601,1983,1984,5154,6755
hossam,1601,2018,2019,12881,11280
maddan,-1601,2012,2013,11717,13318
jakale,-1601,2008,2009,11652,13253
benoit,1600,2012,2013,12499,10899
rosevelt,1600,1968,1969,4629,3029
dmichael,-1600,2004,2005,10317,11917
stpehen,1600,1985,1986,7454,5854
khaizen,1600,2023,2024,13264,11664
geordie,-1600,2023,2024,11286,12886
barren,1599,2022,2023,12580,10981
tekhi,1599,2004,2005,9826,8227
lekendrick,1599,1998,1999,9168,7569
ksean,-1599,2012,2013,11628,13227
khaidyn,1599,2023,2024,13262,11663
jacary,-1599,2008,2009,11622,13221
konrad,1598,1928,1929,4458,2860
naithen,1598,2009,2010,12009,10411
darran,1598,2011,2012,12703,11105
orpheus,1597,1986,1987,7518,5921
isael,1597,1989,1990,4965,3368
deterrion,-1597,2000,2001,9402,10999
oreste,1597,1915,1916,3718,2121
javein,-1597,2008,2009,11708,13305
faustin,-1597,2023,2024,11261,12858
blayk,1597,2008,2009,12766,11169
jyron,-1597,2013,2014,11433,13030
landric,-1597,2009,2010,11865,13462
jkhari,1597,2020,2021,12975,11378
deallen,-1596,1997,1998,8371,9967
manfred,1596,2021,2022,13360,11764
tadao,-1596,1931,1932,2630,4226
deerick,-1596,1997,1998,8378,9974
junkai,-1596,2019,2020,11423,13019
fairley,1596,1941,1942,3670,2074
filomeno,-1595,1976,1977,4581,6176
dazhon,-1595,2000,2001,9360,10955
jasian,-1595,2014,2015,11317,12912
beny,1594,2008,2009,12759,11165
haresh,-1594,2011,2012,11337,12931
lonn,1594,1977,1978,6441,4847
adhrit,1594,2012,2013,5257,3663
tajir,1594,2006,2007,13774,12180
fabion,1594,2010,2011,12873,11279
amogh,1594,2018,2019,7153,5559
cliffard,1594,1930,1931,4102,2508
banning,1593,2008,2009,12747,11154
luigi,1593,1940,1941,3756,2163
leeshawn,-1593,2009,2010,11878,13471
jarome,-1593,2014,2015,11313,12906
chivas,1593,1977,1978,5235,3642
kishen,-1593,1996,1997,8521,10114
straton,1593,2001,2002,12083,10490
brondon,-1593,1989,1990,5698,7291
herbie,1592,1978,1979,6169,4577
khrystopher,1592,2007,2008,13488,11896
jerrett,1592,2020,2021,12955,11363
tahjmir,1592,2006,2007,13765,12173
ram,1592,2010,2011,4481,2889
gavril,-1592,2011,2012,11297,12889
keontre,1592,2007,2008,13470,11878
awab,1592,2018,2019,7171,5579
reinhold,1591,1987,1988,7875,6284
deloy,1591,1945,1946,3427,1836
hideki,-1591,1981,1982,5145,6736
labryan,-1591,2009,2010,11853,13444
kordero,1591,1986,1987,6365,4774
aristidis,1590,1979,1980,6113,4523
pope,1590,1926,1927,4683,3093
asthon,1590,2008,2009,12714,11124
koreyon,1590,2007,2008,13513,11923
jemir,1590,2021,2022,10197,8607
jud,-1590,2013,2014,11427,13017
liberato,1590,1919,1920,3600,2010
aadon,1590,2012,2013,9708,8118
lemark,-1589,1980,1981,5280,6869
cheemeng,-1589,2001,2002,7016,8605
kilen,-1589,2009,2010,11802,13391
kumail,-1588,2009,2010,11838,13426
gildo,1588,1918,1919,3898,2310
manly,1587,1941,1942,3367,1780
rowell,1587,1983,1984,6076,4489
balraj,1587,2012,2013,12479,10892
alson,-1587,2021,2022,10857,12444
jahriel,1587,2015,2016,12869,11282
ethanmichael,1586,2010,2011,12856,11270
etson,-1586,2023,2024,11243,12829
antonis,1586,2019,2020,12269,10683
alexandros,1586,1970,1971,4737,3151
campton,1586,2017,2018,12588,11002
jamorris,1586,2005,2006,10654,9068
arben,-1586,2020,2021,10690,12276
eidhan,-1584,2023,2024,11205,12789
derrall,-1584,1988,1989,6618,8202
cevion,-1584,2002,2003,9571,11155
kimarion,-1584,2012,2013,11598,13182
winferd,1584,1933,1934,4144,2560
brenham,1583,2017,2018,12552,10969
antravious,1583,2008,2009,12673,11090
ero,-1583,2023,2024,11239,12822
jad,1583,1988,1989,4016,2433
creg,1583,1982,1983,5783,4200
enyel,-1582,2023,2024,11235,12817
erasmus,1582,2010,2011,12841,11259
eliath,-1582,2023,2024,11216,12798
jahdani,-1582,2018,2019,11340,12922
dishon,1582,2016,2017,12697,11115
jahaad,-1582,2018,2019,11337,12919
levere,1581,1925,1926,4615,3034
ameen,1581,1974,1975,5250,3669
aulden,1581,2022,2023,12535,10954
bulmaro,1581,2017,2018,12569,10988
tylil,1581,2000,2001,9062,7481
hy,1581,2014,2015,12783,11202
enlil,-1581,2023,2024,11233,12814
eoin,1581,1992,1993,4990,3409
jhari,-1580,2022,2023,11509,13089
altonio,1580,1989,1990,6972,5392
conal,1580,2011,2012,12640,11060
lleyton,1579,2022,2023,8709,7130
kashtian,1579,2023,2024,13200,11621
nikhil,1579,1977,1978,3528,1949
shyquan,1579,2006,2007,13718,12139
sim,1579,2006,2007,13722,12143
wildon,1579,1933,1934,4137,2558
melquiades,1579,1996,1997,8632,7053
atal,1578,2022,2023,12525,10947
isen,1578,2014,2015,12798,11220
zaim,1578,2015,2016,8726,7148
clebert,1578,1918,1919,4287,2709
macguire,-1578,2006,2007,10231,11809
helmuth,1578,1926,1927,3247,1669
amoz,1577,2008,2009,12648,11071
diyari,1577,2008,2009,8477,6900
mahdy,-1577,2006,2007,10237,11814
atharvreddy,1577,2022,2023,12526,10949
timberland,1577,2000,2001,9035,7458
izhar,-1577,2014,2015,11262,12839
arkham,1576,2022,2023,12495,10919
leanard,1576,1953,1954,4118,2542
legrande,1576,1925,1926,4607,3031
kauan,1575,2023,2024,13204,11629
sandro,1575,2012,2013,4829,3254
jiram,-1575,2019,2020,11399,12974
montario,-1574,1992,1993,8118,9692
maximas,1574,2009,2010,11953,10379
barron,1574,1922,1923,4358,2784
amaius,-1573,2020,2021,10664,12237
aegon,1573,2022,2023,9845,8272
trevious,1573,2002,2003,12355,10782
kaylup,1573,2007,2008,13416,11843
aliyus,-1573,2020,2021,10654,12227
almus,1573,1928,1929,4168,2595
deriam,-1573,2023,2024,11153,12726
kaizier,1573,2023,2024,13171,11598
andwele,1572,2012,2013,12381,10809
jaysean,1572,2023,2024,10169,8597
aleksander,1572,1983,1984,5502,3930
latravis,-1572,2006,2007,10202,11774
dacarri,-1572,2023,2024,11098,12670
gabryl,-1572,2008,2009,11526,13098
jayair,-1572,2022,2023,11475,13047
burk,1572,2011,2012,12561,10989
valeriano,1572,2002,2003,12391,10819
rondel,1571,1988,1989,7079,5508
draiman,1571,2010,2011,12782,11211
timithy,1571,2002,2003,12325,10754
timotheus,1571,2002,2003,12327,10756
alphonse,1571,2015,2016,4299,2728
natanael,1571,1986,1987,4369,2798
ahijah,1571,2008,2009,12595,11024
alvonte,-1571,1995,1996,6437,8008
baron,1570,1925,1926,3770,2200
delmario,-1570,1988,1989,6609,8179
dmitrius,-1570,1998,1999,8778,10348
zeiden,1570,2022,2023,9808,8238
taimak,-1569,1986,1987,5276,6845
andranik,1569,2022,2023,12463,10894
daveion,-1569,2023,2024,11126,12695
lejin,1569,2021,2022,13286,11717
calex,1569,2011,2012,12573,11004
dub,1569,1956,1957,4098,2529
elijahjuan,-1569,2001,2002,9633,11202
standford,1568,1954,1955,4305,2737
koury,1568,1977,1978,6383,4815
jedrick,-1568,2022,2023,8605,10173
thomasjames,1568,2002,2003,12319,10751
anderzon,1568,2022,2023,12461,10893
shadd,1567,2001,2002,12018,10451
daymen,-1567,2010,2011,8300,9867
ayansh,1567,2013,2014,5188,3621
shaft,-1567,1974,1975,3779,5346
kyseem,-1567,2006,2007,10190,11757
adrianjames,1567,2008,2009,12585,11018
khuong,1567,1980,1981,6794,5227
imrane,1567,2015,2016,12811,11244
wellman,1566,1916,1917,4515,2949
weikko,1566,1916,1917,4513,2947
ranard,1566,1981,1982,6067,4501
gustav,1566,2000,2001,4275,2709
giacomo,1566,1988,1989,4933,3367
deantwan,-1566,1988,1989,6605,8171
anshuman,-1566,2015,2016,10747,12313
tydarious,1565,2000,2001,12027,10462
solmon,1565,1916,1917,3833,2268
milin,1565,2004,2005,12590,11025
piere,1565,1987,1988,7836,6271
akarsh,-1564,2005,2006,9143,10707
phyllip,1564,1987,1988,7834,6270
boyer,1564,2017,2018,12527,10963
jayonn,-1564,2012,2013,11416,12980
kyrel,1564,2021,2022,13248,11684
boyde,1564,1930,1931,4060,2496
ichael,1564,1963,1964,4302,2738
jaisiah,-1563,2022,2023,11437,13000
adarrius,1563,2002,2003,9408,7845
akiles,1563,2012,2013,12337,10774
azen,1563,2017,2018,12480,10917
gilmore,1563,1939,1940,3683,2120
bertil,1562,1933,1934,3698,2136
cicero,-1562,2023,2024,11076,12638
coston,-1562,2004,2005,10211,11773
hrehaan,-1562,2014,2015,11237,12799
brnadon,1562,1989,1990,8050,6488
sederick,1561,2001,2002,12003,10442
jhettson,1561,2023,2024,13092,11531
amon,1561,1987,1988,4248,2687
chilton,-1560,1997,1998,8303,9863
friend,1560,1919,1920,4403,2843
markandrew,1560,1986,1987,7424,5864
edman,1560,1917,1918,4148,2588
treyquan,1560,2000,2001,12015,10455
aeddon,1560,2002,2003,9415,7855
jef,1560,1970,1971,5056,3496
mckaden,1560,2004,2005,12567,11007
delray,1560,2010,2011,12718,11158
jerrimiah,-1560,2012,2013,11445,13005
tristun,1560,2000,2001,12018,10458
dolph,1560,1930,1931,3685,2125
jaimeir,-1560,2022,2023,11435,12995
dauson,1559,2003,2004,9856,8297
aloys,1559,1925,1926,3749,2190
joshue,1559,2023,2024,13127,11568
kaiyan,1559,2021,2022,6182,4623
rodel,-1559,1995,1996,8663,10222
cerulean,-1558,2023,2024,11055,12613
hucksley,1558,2021,2022,10118,8560
kieler,-1558,2006,2007,10174,11732
dezhon,-1558,1998,1999,8769,10327
artan,-1558,2010,2011,10878,12436
christensen,-1558,2023,2024,11074,12632
jacorian,-1558,2022,2023,11420,12978
yisroel,1558,1974,1975,3557,1999
hezikiah,-1558,2018,2019,11293,12851
rogerick,-1558,1995,1996,8665,10223
demetrion,1557,2010,2011,12724,11167
celio,-1557,2023,2024,11054,12611
aimilios,1557,2022,2023,12412,10855
agustya,1556,2022,2023,12397,10841
leemon,1556,1920,1921,4672,3116
arnulfo,1556,1915,1916,3108,1552
agamveer,1556,2022,2023,12395,10839
hilo,-1556,2018,2019,11297,12853
adriyel,1556,2012,2013,12317,10761
jmari,1556,2023,2024,13101,11545
draelyn,1556,2013,2014,12647,11091
pharoah,1556,2016,2017,4732,3176
dustan,1555,2013,2014,12657,11102
kacper,1555,2023,2024,7090,5535
ahmadullah,1555,2022,2023,12400,10845
vandell,-1555,1989,1990,7865,9420
garrette,1555,2005,2006,10536,8981
aycen,1555,2013,2014,6640,5085
burnard,1555,1919,1920,3792,2237
doak,1554,1952,1953,3866,2312
jeovany,1553,2023,2024,13073,11520
murvel,-1553,1926,1927,3061,4614
sanjiv,1553,2006,2007,13651,12098
levander,-1553,1992,1993,8038,9591
suave,1553,1990,1991,7992,6439
evander,1552,1924,1925,4036,2484
joquan,1552,2006,2007,10096,8544
curits,-1552,1972,1973,3690,5242
armir,-1552,2016,2017,10859,12411
keyjuan,-1551,2006,2007,10167,11718
mont,1550,1968,1969,4548,2998
jayveer,-1550,2019,2020,11372,12922
thyago,-1550,2023,2024,8192,9742
karthik,1549,1986,1987,5650,4101
girish,1549,2014,2015,12704,11155
hezekyah,-1549,2022,2023,11373,12922
kivaan,1548,2021,2022,13203,11655
vedder,1548,2022,2023,9760,8212
jassar,1548,2023,2024,13033,11485
ikaia,-1548,2022,2023,11394,12942
braulio,1548,1944,1945,3486,1938
bivan,-1547,2023,2024,10997,12544
florent,-1547,1923,1924,3042,4589
harl,1547,1931,1932,3228,1681
kiram,1547,2021,2022,13201,11654
derck,1547,1982,1983,6601,5054
vikram,1547,1973,1974,4485,2938
aansh,1546,2012,2013,12274,10728
loyed,1546,1927,1928,4021,2475
aarohan,1546,2012,2013,12275,10729
ewing,1546,2014,2015,12654,11108
abran,1545,2018,2019,6352,4807
faraj,-1545,2018,2019,11208,12753
aadithya,-1544,2015,2016,10642,12186
graydin,-1544,2014,2015,11191,12735
izayis,1543,2020,2021,12829,11286
dony,-1543,2008,2009,11445,12988
estin,-1543,2018,2019,11191,12734
romone,1543,2001,2002,11949,10406
arteen,1543,2017,2018,12420,10877
tydell,-1543,1991,1992,8187,9730
dekon,-1542,2008,2009,11393,12935
vannak,1542,1984,1985,7293,5751
arrick,1542,2016,2017,9742,8200
elster,1542,1924,1925,4538,2996
burdett,1542,1922,1923,3574,2032
giuliano,1542,2010,2011,4736,3194
coury,-1542,1988,1989,6580,8122
teric,1541,2000,2001,11959,10418
jamarion,1541,1993,1994,6462,4921
eagle,1541,2018,2019,12683,11142
oseph,1540,1981,1982,6032,4492
ahlijah,-1540,2017,2018,8162,9702
deward,1539,1978,1979,6056,4517
demetrick,1539,2013,2014,12596,11057
thaden,1539,2008,2009,12390,10851
aceston,1538,2022,2023,12366,10828
emmiliano,1538,2023,2024,10034,8496
needham,1537,1925,1926,4055,2518
zhayden,1537,2019,2020,12127,10590
nat,1537,1981,1982,6012,4475
grove,1536,1916,1917,4162,2626
uziel,1536,1991,1992,4747,3211
corye,-1536,1988,1989,6579,8115
domanick,1536,2018,2019,12660,11124
donnovan,1536,2018,2019,12663,11127
jahn,1535,2023,2024,12988,11453
fatehveer,1535,2021,2022,10052,8517
brainard,1535,1925,1926,4279,2744
yobany,1535,2012,2013,12227,10692
dalson,-1535,2008,2009,11347,12882
phuoc,1535,1992,1993,8199,6664
conan,1535,1986,1987,3477,1942
khailan,1534,2021,2022,13175,11641
tryone,1534,1991,1992,8185,6651
fawaz,1534,2021,2022,10053,8519
dracarys,1534,2023,2024,10000,8466
eyob,1534,2021,2022,10043,8509
aurelien,-1534,2023,2024,10955,12489
chrishun,-1534,2011,2012,11079,12613
chrysander,-1534,2011,2012,11081,12615
jerl,1534,1952,1953,3989,2455
taku,-1533,1991,1992,8118,9651
rayland,1533,2006,2007,13569,12036
apostolos,1533,2017,2018,12393,10860
lovelace,1533,1926,1927,4012,2479
rushawn,1532,2002,2003,12145,10613
jaquaun,-1532,1996,1997,8369,9901
axavier,-1532,2023,2024,10965,12497
huan,1532,1994,1995,8147,6615
emirhan,1532,2005,2006,10492,8960
ansumana,1532,2017,2018,12385,10853
ilyjah,-1531,2012,2013,11326,12857
aviraaj,-1531,2023,2024,10962,12493
vencent,-1531,1993,1994,6200,7731
jeshaun,1530,2007,2008,13274,11744
ojay,-1530,1977,1978,4964,6494
green,1530,1970,1971,4999,3469
savonte,1530,2002,2003,12180,10650
lamarious,1529,2004,2005,12437,10908
anikin,1529,2017,2018,12379,10850
davanta,-1529,1998,1999,8724,10253
derric,1529,2018,2019,12635,11106
kisean,1528,2004,2005,12393,10865
dontrae,1528,2014,2015,12569,11041
geovonnie,1528,2015,2016,12712,11184
lieutenant,1528,1918,1919,3976,2448
saveion,1528,2002,2003,12177,10649
kipper,1528,1975,1976,5146,3618
naji,1527,2009,2010,6000,4473
athos,-1527,2023,2024,10950,12477
afeef,-1527,2004,2005,9975,11502
pietro,1527,1953,1954,4220,2693
garang,1527,2015,2016,12707,11180
abaddon,1527,2022,2023,12344,10817
dewel,1527,1923,1924,4388,2861
aragon,1527,2011,2012,12414,10887
anirvin,1526,2011,2012,12401,10875
rayvaughn,1526,2002,2003,12094,10568
assiah,-1526,2023,2024,10945,12471
hermann,-1526,2013,2014,11237,12763
rayveon,1526,2002,2003,12095,10569
cordey,-1525,2008,2009,11327,12852
read,1525,2002,2003,12097,10572
pake,-1525,1995,1996,8591,10116
koye,1525,2004,2005,12408,10883
dekevion,-1524,2001,2002,9557,11081
abdullah,1524,1967,1968,3969,2445
iosua,1524,2023,2024,12950,11426
laurens,1524,2004,2005,12446,10922
rakwon,1524,2001,2002,11887,10363
daries,-1523,1994,1995,6489,8012
mcdonald,1523,1925,1926,4034,2511
biko,1522,1988,1989,5813,4291
austun,1522,1996,1997,7205,5683
harlis,1522,1935,1936,3876,2354
jarvion,1522,2007,2008,13212,11690
leocadio,-1522,1975,1976,4596,6118
qwentin,1522,2006,2007,13539,12017
bryceton,1522,2018,2019,9830,8308
celestino,1521,2004,2005,6594,5073
zechary,-1521,1997,1998,8105,9626
hendric,1521,2023,2024,12917,11396
dougles,1521,1944,1945,3558,2037
jarryd,1521,2007,2008,13210,11689
hoyte,1520,1936,1937,3785,2265
vinal,1520,1922,1923,4287,2767
jamiir,1520,2007,2008,13191,11671
freddrick,1520,2015,2016,12690,11170
travor,1519,1979,1980,7005,5486
aydann,-1519,2011,2012,10943,12462
cristino,1519,2010,2011,12621,11102
rahzel,1518,2002,2003,12068,10550
ozil,-1518,2023,2024,8098,9616
dannis,1518,1945,1946,3416,1898
hristopher,1518,1980,1981,5817,4299
keyvonte,-1518,2003,2004,9206,10724
burgess,1518,1975,1976,5573,4055
cabot,1518,2011,2012,9770,8252
deyan,-1517,2018,2019,11115,12632
jamesdavid,1517,2007,2008,13186,11669
rendon,1517,2008,2009,12239,10722
larmar,1517,1986,1987,7352,5835
michaelray,1517,1987,1988,7744,6227
mitul,1517,1987,1988,7753,6236
denson,1517,1925,1926,3844,2327
osamu,1517,1924,1925,4224,2707
christafer,1517,1982,1983,6532,5015
abduljabbar,1517,2011,2012,12301,10784
eugen,-1516,1960,1961,2744,4260
treyvond,-1516,1994,1995,5427,6943
tequan,1516,2012,2013,12126,10610
kyu,-1516,2007,2008,10423,11939
cyron,1515,2010,2011,12625,11110
elray,1515,1963,1964,3758,2243
alisher,1515,2017,2018,12340,10825
jahmarley,1514,2007,2008,13154,11640
faraja,-1514,2022,2023,11300,12814
janluis,-1514,2009,2010,11589,13103
watt,1514,1921,1922,4305,2791
mosheh,-1514,2020,2021,7891,9405
jacarius,1513,2006,2007,9986,8473
ovid,1513,1954,1955,4221,2708
harsh,1513,2023,2024,12898,11385
robertmichael,-1513,1989,1990,7701,9214
isami,-1512,1928,1929,2748,4260
graeme,1512,1973,1974,4721,3209
alastar,1512,2017,2018,12326,10814
nir,-1512,1995,1996,8572,10084
dawon,1512,2014,2015,12498,10986
enno,-1511,2022,2023,11273,12784
tyrei,-1511,1997,1998,8063,9574
enso,1511,2023,2024,8443,6932
nyziah,1511,2006,2007,13461,11950
wilbon,1511,1929,1930,4524,3013
ojas,1510,2007,2008,6171,4661
gerson,1510,1935,1936,3861,2351
vantrell,-1510,1990,1991,8068,9578
ethanjames,-1510,2022,2023,11285,12795
kinard,1510,1985,1986,6192,4682
evangelos,1510,2023,2024,8449,6939
lawerance,-1509,1982,1983,5358,6867
jacarious,1509,2007,2008,13130,11621
anderw,-1509,1988,1989,6455,7964
vimal,-1509,1994,1995,8757,10266
eliazar,1509,2012,2013,4291,2782
xayden,1509,2006,2007,7402,5893
comari,1509,2010,2011,12600,11091
hamir,1509,2023,2024,12885,11376
chadd,1508,2016,2017,12523,11015
cederick,-1508,1998,1999,8636,10144
deakyn,1508,2014,2015,12504,10996
borden,1508,1941,1942,3556,2048
bashir,1508,2008,2009,5802,4294
vikash,-1507,2010,2011,10694,12201
keshan,1507,1999,2000,9353,7846
eamon,1507,1971,1972,3448,1941
norm,1507,1939,1940,3379,1872
caiyden,1507,2013,2014,12436,10929
kevork,1506,1999,2000,9356,7850
raeford,1505,1920,1921,3747,2242
jonis,1504,2004,2005,12235,10731
vibhu,-1504,2010,2011,10691,12195
leobardo,1504,1960,1961,3886,2382
kaise,1504,2021,2022,13067,11563
trong,-1504,1994,1995,8731,10235
arby,1504,1920,1921,4318,2814
ajayi,1504,2017,2018,12311,10807
treshon,-1504,2020,2021,10503,12007
tamarick,1503,1995,1996,6349,4846
eliad,-1503,2022,2023,11255,12758
ketih,1502,1971,1972,5306,3804
alf,1502,1948,1949,3323,1821
jlin,1502,2004,2005,12216,10714
caledon,1502,2021,2022,7697,6195
eleon,1501,2020,2021,9858,8357
yashveer,1501,2022,2023,12265,10764
jyrie,1501,2021,2022,13047,11546
kaysean,-1501,2011,2012,7802,9303
danek,-1501,2018,2019,11070,12571
henery,-1501,1996,1997,8313,9814
nasear,1501,2006,2007,13413,11912
luiz,1500,2018,2019,5687,4187
enri,1500,2023,2024,12785,11285
nerik,-1500,2008,2009,8111,9611
