name,f_sum,m_sum,total,per_diff
kadance,843,17,860,192.09302325581393
jacklyn,16997,5,17002,199.8823667803788
cleophas,23,960,983,190.6408952187182
tramine,5,30,35,142.85714285714286
amira,25609,5,25614,199.92191770125714
nuri,1164,510,1674,78.13620071684588
camilla,30276,6,30282,199.92074499702795
gianny,262,233,495,11.717171717171718
kacey,11961,3304,15265,113.422862757943
cree,1124,1129,2253,0.4438526409232135
tevyn,5,289,294,193.1972789115646
little,218,1573,1791,151.31211613623674
jakobi,45,2650,2695,193.32096474953616
sylvesta,45,26,71,53.52112676056338
gio,43,1572,1615,189.3498452012384
jovan,1079,9984,11063,160.9870740305523
falon,1983,83,2066,183.9303000968054
kency,33,5,38,147.36842105263156
levern,382,1901,2283,133.07052124397723
inez,68353,955,69308,194.4883707508513
janine,33508,11,33519,199.8687311673976
deshonte,6,5,11,18.181818181818183
maison,815,4575,5390,139.51762523191093
lenn,6,515,521,195.39347408829175
yaret,104,67,171,43.27485380116959
belvin,7,415,422,193.3649289099526
maxie,4025,4647,8672,14.345018450184503
novell,41,10,51,121.56862745098039
aeryn,1162,29,1191,190.26028547439125
majestic,277,227,504,19.841269841269842
fredrick,255,64527,64782,198.42548856163748
abir,97,683,780,150.25641025641025
daniele,3564,780,4344,128.1767955801105
divine,2487,1841,4328,29.852125693160815
azary,21,5,26,123.07692307692308
koltyn,5,1114,1119,198.21268990169793
esther,271234,972,272206,198.57166998523178
ardath,1326,22,1348,193.47181008902078
ona,7939,92,8031,195.41775619474535
jessee,313,1645,1958,136.05720122574056
arian,1578,6712,8290,123.86007237635705
basil,366,13172,13538,189.1859949771015
aleksa,540,62,602,158.80398671096344
whitlee,930,13,943,194.48568398727465
jeriel,6,1058,1064,197.74436090225564
katye,478,5,483,195.8592132505176
marcella,65614,222,65836,198.6511938756911
heron,16,686,702,190.88319088319088
kamille,5661,5,5666,199.64701729615248
udell,134,489,623,113.96468699839485
giovanny,30,6722,6752,198.2227488151659
purnell,6,762,768,196.875
ngun,54,5,59,166.10169491525423
aundrea,4762,181,4943,185.3530244790613
reagan,65739,7841,73580,157.37428649089426
brodee,15,727,742,191.91374663072776
reasyn,14,6,20,80.0
billy,5432,384233,389665,194.42392824605753
marshell,636,925,1561,37.027546444586804
brain,10,4596,4606,199.13156752062525
khoi,56,715,771,170.94682230869
graysen,798,4384,5182,138.4021613276727
patric,73,3040,3113,190.6199807259878
lynnex,221,31,252,150.79365079365078
deanne,14851,5,14856,199.86537425955845
bridger,72,6873,6945,195.85313174946003
beasley,18,11,29,48.275862068965516
blakely,20802,1234,22036,177.60029043383554
elyse,21245,19,21264,199.6425884123401
dosie,28,12,40,80.0
danel,147,341,488,79.50819672131148
doniel,7,409,416,193.26923076923077
shirlee,5709,5,5714,199.64998249912495
ciera,11367,5,11372,199.8241294407316
trudy,25623,5,25628,199.9219603558608
diore,86,5,91,178.02197802197801
benet,20,52,72,88.88888888888889
ronnye,31,10,41,102.4390243902439
tahjai,28,70,98,85.71428571428571
chriss,150,528,678,111.50442477876106
kamran,10,2398,2408,198.3388704318937
kingsley,2165,6709,8874,102.41153932837503
evans,117,5371,5488,191.47230320699708
armando,372,76515,76887,198.06469234070778
janette,32172,42,32214,199.47848761408082
lavonta,11,327,338,186.98224852071007
sawyer,18338,65838,84176,112.85877209655959
reese,44775,19606,64381,78.18766406237864
jann,2138,143,2281,174.92327926348094
katelyn,134049,157,134206,199.53206264995603
essex,8,435,443,192.7765237020316
nevyn,5,147,152,186.8421052631579
orla,1199,286,1485,122.96296296296296
eliyah,1446,775,2221,60.423232778027916
deena,13666,5,13671,199.85370492282934
tyller,46,142,188,102.12765957446808
bar,23,27,50,16.0
shavon,3898,368,4266,165.49460853258321
shari,40927,46,40973,199.55092377907403
ramzi,10,853,863,195.36500579374277
lavaughn,962,936,1898,2.73972602739726
oluwaseun,141,272,413,63.438256658595634
jewels,1240,34,1274,189.32496075353217
rickie,1854,16383,18237,159.33541700937656
luby,52,291,343,139.35860058309038
blessing,4343,529,4872,156.56814449917897
prosper,76,678,754,159.6816976127321
ismar,11,104,115,161.7391304347826
dawnte,6,5,11,18.181818181818183
sanay,24,148,172,144.1860465116279
oshun,211,54,265,118.49056603773585
videll,10,13,23,26.08695652173913
odia,37,7,44,136.36363636363635
maury,258,2512,2770,162.74368231046932
steve,907,241224,242131,198.50163754331334
jermyah,18,19,37,5.405405405405405
lindley,1000,628,1628,45.7002457002457
renardo,12,780,792,193.93939393939394
darcey,2070,93,2163,182.80166435506243
tifeoluwa,10,68,78,148.71794871794873
kayde,337,638,975,61.743589743589745
trista,12459,5,12464,199.8395378690629
mcrae,5,31,36,144.44444444444443
larelle,20,14,34,35.294117647058826
capree,49,5,54,162.96296296296296
esta,4439,27,4466,197.58172861621136
curran,30,1158,1188,189.8989898989899
auren,45,106,151,80.79470198675497
leah,256488,466,256954,199.2745783291951
alesha,7547,6,7553,199.682245465378
alix,3584,989,4573,113.4922370435163
dailyn,1873,415,2288,127.44755244755244
charly,2518,1315,3833,62.77067571093139
alston,22,2578,2600,196.6153846153846
shanga,5,36,41,151.21951219512195
melany,17379,5,17384,199.88495167970547
leandra,7029,38,7067,197.84915805858213
sherryl,4104,5,4109,199.51326356777804
blaike,213,181,394,16.243654822335024
khamyri,39,6,45,146.66666666666666
kamazi,13,375,388,186.5979381443299
weslynn,583,10,593,193.25463743676224
maxtyn,5,142,147,186.39455782312925
ellis,7328,50403,57731,149.22658537007848
landan,5,2391,2396,199.1652754590985
brecken,892,5037,5929,139.82121774329565
lael,2360,1166,3526,67.72546795235395
ratha,13,50,63,117.46031746031747
ness,8,96,104,169.23076923076923
versace,6,20,26,107.6923076923077
westin,26,7414,7440,198.6021505376344
kacie,12782,57,12839,198.22416076018382
zhyon,19,131,150,149.33333333333334
summers,65,11,76,142.10526315789474
daran,10,590,600,193.33333333333334
keran,25,5,30,133.33333333333331
almo,15,58,73,117.8082191780822
ozel,5,11,16,75.0
juneau,185,86,271,73.06273062730627
landen,246,26819,27065,196.36430814705338
kizzy,2347,12,2359,197.96523950826622
delmer,16,7654,7670,199.16558018252934
cruze,5,861,866,197.69053117782911
jaraiya,11,25,36,77.77777777777779
idel,18,6,24,100.0
aven,1655,2849,4504,53.01953818827708
kimble,232,601,833,88.5954381752701
jane,379876,1133,381009,198.81052678545652
jas,13,111,124,158.06451612903226
stormy,7709,900,8609,158.18329655012195
delores,117821,430,118251,198.54546684594635
madian,7,5,12,33.33333333333333
lovette,467,10,477,191.61425576519918
aren,348,2247,2595,146.35838150289018
laudie,5,46,51,160.7843137254902
numa,99,170,269,52.78810408921933
delaine,2377,242,2619,163.0393279877816
coven,6,60,66,163.63636363636365
jazzman,241,24,265,163.77358490566039
asuncion,122,76,198,46.464646464646464
elizha,5,8,13,46.15384615384615
bohen,7,78,85,167.05882352941177
aizel,101,5,106,181.13207547169813
daniela,68514,168,68682,199.02157770594914
zechariah,18,11351,11369,199.36669891811064
amiko,49,17,66,96.96969696969697
kayla,346570,574,347144,199.33860300048394
rhylin,182,78,260,80.0
kenyotta,130,20,150,146.66666666666666
carlen,466,101,567,128.74779541446208
ker,5,10,15,66.66666666666666
timari,60,32,92,60.86956521739131
merlon,5,176,181,188.95027624309392
bianco,71,9,80,155.0
florenz,9,23,32,87.5
semon,5,12,17,82.35294117647058
manmeet,77,41,118,61.016949152542374
everest,928,3058,3986,106.87405920722529
sri,104,5,109,181.65137614678898
ronne,68,67,135,1.4814814814814816
kobe,613,22513,23126,189.39721525555652
roshon,60,166,226,93.80530973451327
gift,176,38,214,128.97196261682242
glennie,1931,294,2225,147.14606741573033
trae,46,4133,4179,195.59703278296243
kenneth,5338,1283974,1289312,198.34392296046263
ihsaan,5,80,85,176.47058823529412
neshawn,10,64,74,145.94594594594594
tieler,35,199,234,140.17094017094016
kenzy,928,51,979,179.16241062308478
bentlei,27,48,75,56.00000000000001
sheri,60464,114,60578,199.24725147743405
kire,5,153,158,187.34177215189874
dillon,1045,65225,66270,193.69247019767616
halston,715,911,1626,24.108241082410824
lance,345,105839,106184,198.7003691704965
talia,34154,5,34159,199.94145027664746
clarence,1859,303564,305423,197.56534380187477
kirat,88,6,94,174.468085106383
jujuan,5,451,456,195.61403508771932
maclyn,94,14,108,148.14814814814815
daylyn,248,272,520,9.230769230769232
paysen,203,96,299,71.57190635451505
lugene,665,747,1412,11.614730878186968
rocio,13336,426,13762,187.61807876762097
mayes,5,180,185,189.1891891891892
ferran,18,152,170,157.64705882352942
harsimran,94,32,126,98.4126984126984
graesyn,55,220,275,120.0
paulie,17,60,77,111.68831168831169
luellen,690,5,695,197.12230215827338
manvir,23,233,256,164.0625
starling,225,1001,1226,126.5905383360522
alda,4966,10,4976,199.19614147909968
kesha,5248,5,5253,199.6192651818009
ruka,20,21,41,4.878048780487805
kamsiyochi,16,5,21,104.76190476190477
oney,61,109,170,56.470588235294116
skylier,49,62,111,23.423423423423422
krew,41,4136,4177,196.07373713191285
weslie,628,395,1023,45.552297165200386
jessey,287,929,1216,105.5921052631579
lorain,1024,213,1237,131.1236863379143
lennex,92,145,237,44.72573839662447
daneal,6,26,32,125.0
abimbola,85,5,90,177.77777777777777
krystle,12938,44,12982,198.64427669080266
orange,18,598,616,188.31168831168833
jamesen,5,198,203,190.14778325123152
aquilla,986,121,1107,156.27822944896116
zekiah,94,349,443,115.12415349887132
maesen,24,11,35,74.28571428571429
infantof,67,57,124,16.129032258064516
sade,9981,121,10102,195.208869530786
kashmere,512,597,1109,15.329125338142472
espie,7,17,24,83.33333333333334
sena,3121,205,3326,175.34576067348166
kayleigh,34561,7,34568,199.9190002314279
yarrow,91,61,152,39.473684210526315
jacquin,15,31,46,69.56521739130434
dushawn,11,440,451,190.2439024390244
zen,595,2718,3313,128.16178690009053
janice,406448,1157,407605,198.86458703892248
ramiro,28,25930,25958,199.56853378534555
myrl,1831,1261,3092,36.869340232858995
vermont,7,21,28,100.0
jimmie,22999,112267,135266,131.98882202475124
perla,20806,30,20836,199.42407371856405
carli,8967,5,8972,199.77708426214892
daelynn,936,64,1000,174.4
jacques,243,9734,9977,190.25759246266415
albee,15,11,26,30.76923076923077
lakota,1689,1556,3245,8.19722650231125
leighton,12412,9411,21823,27.503093066947713
amani,13440,2890,16330,129.21004286589098
kache,57,116,173,68.20809248554913
yodahe,5,41,46,156.52173913043478
rabab,167,17,184,163.04347826086956
kindel,66,5,71,171.83098591549296
emeri,2526,144,2670,178.42696629213484
seiko,11,24,35,74.28571428571429
waddie,5,21,26,123.07692307692308
zahir,7,4777,4784,199.41471571906357
karman,597,66,663,160.18099547511312
alice,588147,1959,590106,198.67210297810902
devereaux,35,223,258,145.73643410852713
hanley,274,669,943,83.77518557794274
karstin,5,10,15,66.66666666666666
bennet,81,2095,2176,185.11029411764704
bradford,39,32075,32114,199.5142305536526
idris,53,5031,5084,195.83005507474428
briggs,99,9377,9476,195.82102152807093
tarryn,785,15,800,192.5
levon,429,5738,6167,172.17447705529432
maude,45754,133,45887,198.84063024385992
jimena,17034,8,17042,199.8122286116653
tai,1815,3122,4937,52.94713388697589
elston,5,1120,1125,198.22222222222223
azzie,947,22,969,190.91847265221878
jone,687,24,711,186.49789029535867
judith,454714,1241,455955,198.9112960708842
colyn,10,701,711,194.37412095639942
idell,3425,38,3463,195.6107421311002
kamdynn,75,34,109,75.22935779816514
elgie,529,814,1343,42.44229337304542
demyri,5,5,10,0.0
florentine,666,12,678,192.92035398230087
langstyn,17,6,23,95.65217391304348
harjot,82,260,342,104.09356725146199
lai,231,25,256,160.9375
henlee,541,14,555,189.9099099099099
dedrick,16,4456,4472,198.56887298747762
rassie,5,20,25,120.0
yoshimi,30,65,95,73.68421052631578
donyelle,378,15,393,184.73282442748092
karin,28532,199,28731,197.22947339111064
junior,195,42987,43182,198.19369181603446
yuval,224,409,633,58.451816745655606
pearley,673,178,851,116.3337250293772
torre,403,861,1264,72.46835443037975
sonni,536,64,600,157.33333333333331
adebola,45,15,60,100.0
joe,11319,453255,464574,190.2542974854383
idrissa,6,169,175,186.28571428571428
loraine,17284,340,17624,192.2832501134816
cornie,172,168,340,2.3529411764705883
deyonce,58,7,65,156.92307692307693
redell,73,248,321,109.03426791277258
laylan,19,5,24,116.66666666666667
crispin,5,1818,1823,198.9029072956665
joanne,211970,504,212474,199.05117802648795
kenisha,4019,5,4024,199.50298210735588
vivin,5,99,104,180.76923076923077
braylee,6842,82,6924,195.26285384171
jerryl,6,142,148,183.7837837837838
whitaker,11,849,860,194.88372093023256
olly,21,128,149,143.6241610738255
farrel,38,831,869,182.50863060989644
braelyn,10972,1342,12314,156.40734123761573
etienne,91,1620,1711,178.7258912916423
tsion,362,37,399,162.90726817042608
ryman,21,205,226,162.83185840707966
jovial,36,6,42,142.85714285714286
shem,5,750,755,197.35099337748346
mani,10,128,138,171.0144927536232
tait,16,1207,1223,194.766966475879
naveh,61,6,67,164.17910447761196
rilyn,1279,155,1434,156.76429567642958
excel,25,29,54,14.814814814814813
brent,567,139799,140366,198.38422409985324
alvine,117,5,122,183.60655737704917
elwin,5,5176,5181,199.61397413626713
prabhnoor,57,30,87,62.06896551724138
yessenia,7454,12,7466,199.3570854540584
nelda,20139,5,20144,199.900714853058
jovie,4888,25,4913,197.96458375737836
lowen,520,707,1227,30.48084759576202
rylinn,556,5,561,196.4349376114082
yadira,12815,23,12838,199.28337747312665
onyx,1783,6849,8632,117.37720111214087
kassandra,33512,16,33528,199.8091147697447
ashby,743,1655,2398,76.06338615512928
jimmy,2218,288737,290955,196.9507312127305
jaqua,28,73,101,89.10891089108911
helon,666,5,671,197.01937406855438
juno,1770,437,2207,120.79746261893973
larken,96,23,119,122.6890756302521
arsh,5,758,763,197.37876802096986
pattie,9504,5,9509,199.7896729414239
quinzel,42,12,54,111.11111111111111
shiloh,15117,9414,24531,46.49627002568179
kahri,60,82,142,30.985915492957744
darrell,1186,159766,160952,197.05253740245539
socorro,6912,549,7461,170.56694813027744
jacky,1198,6589,7787,138.46153846153845
sukhjit,10,11,21,9.523809523809524
montique,41,34,75,18.666666666666668
reyes,711,5979,6690,157.48878923766816
liyan,17,73,90,124.44444444444444
darshan,11,773,784,194.3877551020408
tiny,2087,161,2248,171.35231316725978
renzie,6,5,11,18.181818181818183
davone,15,568,583,189.7084048027444
bracey,20,29,49,36.734693877551024
rowdy,75,4980,5055,194.06528189910978
daryn,988,2414,3402,83.83303938859494
chue,5,329,334,194.0119760479042
favor,517,139,656,115.24390243902438
jesi,562,38,600,174.66666666666666
alvina,10502,5,10507,199.8096507090511
shylo,674,223,897,100.55741360089185
knoah,5,325,330,193.93939393939394
ramon,535,77429,77964,197.25514339951772
mychal,265,2007,2272,153.3450704225352
ronel,6,552,558,195.69892473118279
ravi,5,3605,3610,199.4459833795014
maxiel,18,6,24,100.0
german,5,10290,10295,199.80573093734824
berkley,5510,2202,7712,85.78838174273858
kayle,4028,626,4654,146.1968199398367
iyanuoluwa,101,44,145,78.62068965517241
karel,1208,606,1814,66.37265711135612
lue,6474,695,7169,161.2219277444553
peggy,292765,798,293563,198.91266951216605
eh,272,432,704,45.45454545454545
marnell,245,32,277,153.79061371841155
nirel,78,13,91,142.85714285714286
mishawn,117,82,199,35.175879396984925
trang,956,8,964,196.6804979253112
nickey,332,1663,1995,133.43358395989975
brooklin,2037,5,2042,199.0205680705191
jaaziel,10,531,541,192.60628465804066
najja,41,44,85,7.0588235294117645
hanan,2081,148,2229,173.4410049349484
camran,18,295,313,176.9968051118211
barbara,1436695,4136,1440831,198.8517737333525
natalia,85144,52,85196,199.75585708249213
lior,326,883,1209,92.14226633581472
aerian,5,5,10,0.0
nia,25422,10,25432,199.8427178357974
sahib,61,798,859,171.59487776484283
harold,2648,551632,554280,198.0890524644584
winfred,351,10104,10455,186.57101865136298
simar,209,57,266,114.28571428571428
kylenn,28,37,65,27.692307692307693
ayooluwa,10,16,26,46.15384615384615
parminder,15,21,36,33.33333333333333
watson,22,6699,6721,198.69067103109657
abba,16,91,107,140.18691588785046
krish,10,4811,4821,199.17029661895873
karrington,1428,306,1734,129.41176470588235
jennings,314,4878,5192,175.80893682588598
braxtynn,10,58,68,141.1764705882353
uriah,915,12077,12992,171.82881773399015
khamauri,10,76,86,153.48837209302326
earnest,726,58389,59115,195.08754123318954
keyonte,21,549,570,185.26315789473685
nye,5,17,22,109.09090909090908
chrys,194,26,220,152.72727272727275
jasiyah,503,380,883,27.859569648924122
charron,361,50,411,151.338199513382
magin,69,5,74,172.97297297297297
jaycie,4042,5,4047,199.50580677044724
collyn,261,827,1088,104.04411764705883
vernie,3959,2760,6719,35.689834796844764
jesee,5,39,44,154.54545454545453
yvon,47,229,276,131.8840579710145
gavriel,5,2054,2059,199.02865468674113
murrell,190,1098,1288,140.9937888198758
lannis,28,127,155,127.74193548387096
calyx,45,182,227,120.70484581497797
trevon,25,14340,14365,199.30386355725722
willis,818,52336,53154,193.8443014636716
jai,1375,5160,6535,115.83779648048966
matthew,5580,1654075,1659655,198.65514218316457
cayton,27,118,145,125.51724137931035
tommye,1456,52,1508,186.20689655172413
gursimran,25,6,31,122.58064516129032
tyshon,11,1411,1422,196.9057665260197
sitha,8,5,13,46.15384615384615
brown,5,1477,1482,198.65047233468286
masami,10,288,298,186.5771812080537
myrtis,6121,5,6126,199.67352269017303
ramandeep,87,16,103,137.8640776699029
macallan,5,460,465,195.69892473118279
elmore,10,3957,3967,198.99168137131335
miko,613,980,1593,46.0765850596359
zamarie,19,5,24,116.66666666666667
lofton,10,685,695,194.24460431654674
jarrah,64,10,74,145.94594594594594
brighton,2148,3013,5161,33.52063553574889
luxtyn,12,5,17,82.35294117647058
traice,13,5,18,88.88888888888889
